,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_popularity,explicit,artists,genres,album_popularity,artist_popularity
137,0.522,0.191,6.0,-15.47,1.0,0.0836,0.757,0.00417,0.158,0.666,83.571,audio_features,4abXyBndn98651BwniqrNC,spotify:track:4abXyBndn98651BwniqrNC,https://api.spotify.com/v1/tracks/4abXyBndn98651BwniqrNC,https://api.spotify.com/v1/audio-analysis/4abXyBndn98651BwniqrNC,75265.0,4.0,43,True,['JID'],"[['hip hop', 'rap', 'underground hip hop']]",[68],[76]
138,0.746,0.678,2.0,-6.335,1.0,0.421,0.224,0.0,0.144,0.536,78.909,audio_features,7hJvx1rJTUsKUngnHdBuir,spotify:track:7hJvx1rJTUsKUngnHdBuir,https://api.spotify.com/v1/tracks/7hJvx1rJTUsKUngnHdBuir,https://api.spotify.com/v1/audio-analysis/7hJvx1rJTUsKUngnHdBuir,198298.0,4.0,48,True,['JID'],"[['hip hop', 'rap', 'underground hip hop']]",[68],[76]
139,0.594,0.645,1.0,-7.45,1.0,0.315,0.0287,1.66e-05,0.0668,0.205,103.974,audio_features,7hsulgRNgbyczeAg8tChCB,spotify:track:7hsulgRNgbyczeAg8tChCB,https://api.spotify.com/v1/tracks/7hsulgRNgbyczeAg8tChCB,https://api.spotify.com/v1/audio-analysis/7hsulgRNgbyczeAg8tChCB,241682.0,4.0,65,True,['JID'],"[['hip hop', 'rap', 'underground hip hop']]",[68],[76]
140,0.769,0.421,0.0,-9.6,1.0,0.421,0.141,0.00707,0.389,0.326,157.964,audio_features,4vmqU3xlzuhxtaeXrtAX1F,spotify:track:4vmqU3xlzuhxtaeXrtAX1F,https://api.spotify.com/v1/tracks/4vmqU3xlzuhxtaeXrtAX1F,https://api.spotify.com/v1/audio-analysis/4vmqU3xlzuhxtaeXrtAX1F,140512.0,4.0,58,True,['JID'],"[['hip hop', 'rap', 'underground hip hop']]",[68],[76]
141,0.761,0.728,0.0,-7.585,1.0,0.485,0.563,0.0,0.181,0.938,83.802,audio_features,0DcBQ7dMhCMvk9t6L4XI7G,spotify:track:0DcBQ7dMhCMvk9t6L4XI7G,https://api.spotify.com/v1/tracks/0DcBQ7dMhCMvk9t6L4XI7G,https://api.spotify.com/v1/audio-analysis/0DcBQ7dMhCMvk9t6L4XI7G,265883.0,4.0,53,True,['JID'],"[['hip hop', 'rap', 'underground hip hop']]",[68],[76]
142,0.491,0.551,7.0,-12.332,1.0,0.358,0.466,1.94e-05,0.199,0.361,154.992,audio_features,0fK60qLRIpyT05TXzoSBY0,spotify:track:0fK60qLRIpyT05TXzoSBY0,https://api.spotify.com/v1/tracks/0fK60qLRIpyT05TXzoSBY0,https://api.spotify.com/v1/audio-analysis/0fK60qLRIpyT05TXzoSBY0,243206.0,4.0,54,True,['JID'],"[['hip hop', 'rap', 'underground hip hop']]",[68],[76]
143,0.86,0.455,1.0,-12.049,1.0,0.316,0.488,0.0,0.139,0.274,107.007,audio_features,7hnXGKHrBw24S9Ptry3cd4,spotify:track:7hnXGKHrBw24S9Ptry3cd4,https://api.spotify.com/v1/tracks/7hnXGKHrBw24S9Ptry3cd4,https://api.spotify.com/v1/audio-analysis/7hnXGKHrBw24S9Ptry3cd4,214415.0,4.0,46,True,['JID'],"[['hip hop', 'rap', 'underground hip hop']]",[68],[76]
144,0.547,0.636,4.0,-8.739,0.0,0.443,0.112,1.01e-05,0.142,0.416,173.961,audio_features,0gmYtRyuvRKpd6cCApSDTh,spotify:track:0gmYtRyuvRKpd6cCApSDTh,https://api.spotify.com/v1/tracks/0gmYtRyuvRKpd6cCApSDTh,https://api.spotify.com/v1/audio-analysis/0gmYtRyuvRKpd6cCApSDTh,111810.0,4.0,52,True,"['JID', '6LACK']","[['hip hop', 'rap', 'underground hip hop'], ['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop', 'rap', 'trap']]","[68, 68]","[76, 84]"
145,0.552,0.658,6.0,-8.215,0.0,0.665,0.648,0.0,0.399,0.449,160.24,audio_features,2bej0YlVSD5S91vf9dVHN4,spotify:track:2bej0YlVSD5S91vf9dVHN4,https://api.spotify.com/v1/tracks/2bej0YlVSD5S91vf9dVHN4,https://api.spotify.com/v1/audio-analysis/2bej0YlVSD5S91vf9dVHN4,156472.0,4.0,44,True,['JID'],"[['hip hop', 'rap', 'underground hip hop']]",[68],[76]
146,0.704,0.672,8.0,-8.519,1.0,0.339,0.425,1.1e-05,0.14,0.617,92.407,audio_features,6v19tp922KYTzPg7sovNt1,spotify:track:6v19tp922KYTzPg7sovNt1,https://api.spotify.com/v1/tracks/6v19tp922KYTzPg7sovNt1,https://api.spotify.com/v1/audio-analysis/6v19tp922KYTzPg7sovNt1,242931.0,4.0,52,True,['JID'],"[['hip hop', 'rap', 'underground hip hop']]",[68],[76]
147,0.692,0.547,9.0,-6.564,1.0,0.0269,0.145,0.00154,0.131,0.482,105.449,audio_features,2HC2uuwtW6bEcefwy7GUC6,spotify:track:2HC2uuwtW6bEcefwy7GUC6,https://api.spotify.com/v1/tracks/2HC2uuwtW6bEcefwy7GUC6,https://api.spotify.com/v1/audio-analysis/2HC2uuwtW6bEcefwy7GUC6,238120.0,4.0,0,False,['The Virgins'],[['dance-punk']],[0],[44]
148,0.775,0.566,7.0,-9.25,1.0,0.385,0.461,1.41e-05,0.634,0.528,99.452,audio_features,3eKVubySb5Se7k2evSoT32,spotify:track:3eKVubySb5Se7k2evSoT32,https://api.spotify.com/v1/tracks/3eKVubySb5Se7k2evSoT32,https://api.spotify.com/v1/audio-analysis/3eKVubySb5Se7k2evSoT32,215902.0,4.0,46,True,['JID'],"[['hip hop', 'rap', 'underground hip hop']]",[68],[76]
149,0.538,0.238,11.0,-14.541,1.0,0.316,0.854,0.0482,0.11,0.507,78.881,audio_features,0G6ExlA2fcJIDGoayswUNT,spotify:track:0G6ExlA2fcJIDGoayswUNT,https://api.spotify.com/v1/tracks/0G6ExlA2fcJIDGoayswUNT,https://api.spotify.com/v1/audio-analysis/0G6ExlA2fcJIDGoayswUNT,291760.0,1.0,54,True,"['JID', 'Mereba']","[['hip hop', 'rap', 'underground hip hop'], ['alternative r&b', 'escape room', 'indie r&b', 'indie soul']]","[68, 68]","[76, 66]"
150,0.62,0.625,9.0,-7.438,1.0,0.553,0.287,0.0,0.314,0.665,167.911,audio_features,00B7TZ0Xawar6NZ00JFomN,spotify:track:00B7TZ0Xawar6NZ00JFomN,https://api.spotify.com/v1/tracks/00B7TZ0Xawar6NZ00JFomN,https://api.spotify.com/v1/audio-analysis/00B7TZ0Xawar6NZ00JFomN,284856.0,4.0,61,True,"['Cardi B', 'Chance the Rapper']","[['pop', 'pop rap', 'rap'], ['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']]","[85, 85]","[88, 84]"
151,0.803,0.569,2.0,-7.392,1.0,0.0739,0.0623,0.0,0.083,0.809,107.986,audio_features,3AsAuGTaDQzavZZThyYlop,spotify:track:3AsAuGTaDQzavZZThyYlop,https://api.spotify.com/v1/tracks/3AsAuGTaDQzavZZThyYlop,https://api.spotify.com/v1/audio-analysis/3AsAuGTaDQzavZZThyYlop,188889.0,4.0,2,False,"['NEIKED', 'Dyo']","[['scandipop', 'tropical house'], []]","[1, 1]","[61, 57]"
152,0.762,0.336,4.0,-13.009,0.0,0.0699,0.83,0.864,0.109,0.566,166.012,audio_features,2e4bpRLZAQm572Oej0Uhzl,spotify:track:2e4bpRLZAQm572Oej0Uhzl,https://api.spotify.com/v1/tracks/2e4bpRLZAQm572Oej0Uhzl,https://api.spotify.com/v1/audio-analysis/2e4bpRLZAQm572Oej0Uhzl,213571.0,4.0,49,False,['JORDANN'],[[]],[45],[45]
153,0.774,0.372,6.0,-12.444,1.0,0.302,0.0979,0.0389,0.109,0.258,89.967,audio_features,1ZF4GfGbh9501H2QEjnpkw,spotify:track:1ZF4GfGbh9501H2QEjnpkw,https://api.spotify.com/v1/tracks/1ZF4GfGbh9501H2QEjnpkw,https://api.spotify.com/v1/audio-analysis/1ZF4GfGbh9501H2QEjnpkw,159010.0,4.0,0,True,['Kaiit'],[['australian r&b']],[0],[53]
154,0.583,0.452,4.0,-8.265,0.0,0.0991,0.0501,0.000112,0.135,0.705,136.067,audio_features,4Rftf1KONxB9CnooQC8NPD,spotify:track:4Rftf1KONxB9CnooQC8NPD,https://api.spotify.com/v1/tracks/4Rftf1KONxB9CnooQC8NPD,https://api.spotify.com/v1/audio-analysis/4Rftf1KONxB9CnooQC8NPD,208000.0,4.0,37,False,['Young Bull'],[['north carolina hip hop']],[45],[39]
155,0.55,0.374,0.0,-8.079,1.0,0.0237,0.721,0.000168,0.133,0.193,94.031,audio_features,3pLtWj9iW6HT2TWAPcMZhg,spotify:track:3pLtWj9iW6HT2TWAPcMZhg,https://api.spotify.com/v1/tracks/3pLtWj9iW6HT2TWAPcMZhg,https://api.spotify.com/v1/audio-analysis/3pLtWj9iW6HT2TWAPcMZhg,281248.0,4.0,45,False,['Hippo Campus'],"[['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'minneapolis indie', 'modern alternative rock', 'modern rock']]",[45],[70]
156,0.384,0.628,8.0,-5.431,1.0,0.214,0.177,0.0,0.0868,0.661,83.519,audio_features,54cufsngCKS6iAj4WQF9BP,spotify:track:54cufsngCKS6iAj4WQF9BP,https://api.spotify.com/v1/tracks/54cufsngCKS6iAj4WQF9BP,https://api.spotify.com/v1/audio-analysis/54cufsngCKS6iAj4WQF9BP,216427.0,4.0,23,True,['Mack Keane'],[[]],[19],[34]
157,0.668,0.546,11.0,-7.872,0.0,0.0415,0.529,1.3e-06,0.118,0.375,76.002,audio_features,1pYXiImb0JtzMKHtdWtw9n,spotify:track:1pYXiImb0JtzMKHtdWtw9n,https://api.spotify.com/v1/tracks/1pYXiImb0JtzMKHtdWtw9n,https://api.spotify.com/v1/audio-analysis/1pYXiImb0JtzMKHtdWtw9n,215030.0,4.0,44,True,['Elujay'],"[['alternative r&b', 'cali rap', 'indie r&b', 'underground hip hop']]",[],[53]
158,0.442,0.267,7.0,-12.857,1.0,0.0365,0.921,0.00026,0.148,0.116,120.075,audio_features,6OpU3cvY19M2hFxTbLKy5L,spotify:track:6OpU3cvY19M2hFxTbLKy5L,https://api.spotify.com/v1/tracks/6OpU3cvY19M2hFxTbLKy5L,https://api.spotify.com/v1/audio-analysis/6OpU3cvY19M2hFxTbLKy5L,231681.0,4.0,63,True,['Choker'],"[['alternative r&b', 'indie r&b', 'indie soul']]",[62],[61]
159,0.68,0.215,9.0,-14.517,1.0,0.0628,0.93,3.35e-05,0.227,0.286,102.773,audio_features,5yGnWM3sndTDoNg7BY00it,spotify:track:5yGnWM3sndTDoNg7BY00it,https://api.spotify.com/v1/tracks/5yGnWM3sndTDoNg7BY00it,https://api.spotify.com/v1/audio-analysis/5yGnWM3sndTDoNg7BY00it,272065.0,4.0,31,False,['Peach Tree Rascals'],"[['alternative r&b', 'indie r&b', 'pop']]",[27],[73]
160,0.562,0.437,0.0,-10.229,1.0,0.052,0.219,2.18e-05,0.0806,0.15,124.852,audio_features,6K8VQ84MqhsoakN5MjrnVR,spotify:track:6K8VQ84MqhsoakN5MjrnVR,https://api.spotify.com/v1/tracks/6K8VQ84MqhsoakN5MjrnVR,https://api.spotify.com/v1/audio-analysis/6K8VQ84MqhsoakN5MjrnVR,277506.0,4.0,67,False,['Lorde'],"[['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']]",[79],[81]
161,0.675,0.71,1.0,-4.027,1.0,0.21,0.39,0.0,0.381,0.574,97.98,audio_features,0tkmYNfaEaH9HpR59ApRtE,spotify:track:0tkmYNfaEaH9HpR59ApRtE,https://api.spotify.com/v1/tracks/0tkmYNfaEaH9HpR59ApRtE,https://api.spotify.com/v1/audio-analysis/0tkmYNfaEaH9HpR59ApRtE,244688.0,4.0,64,True,"['Kehlani', 'Dom Kennedy']","[['pop', 'pop rap', 'post-teen pop', 'r&b'], ['cali rap', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'west coast trap']]","[77, 77]","[85, 67]"
162,0.749,0.476,11.0,-11.147,0.0,0.507,0.579,0.0,0.1,0.534,71.937,audio_features,0JaVdpmiex2EP7bBzyKVTa,spotify:track:0JaVdpmiex2EP7bBzyKVTa,https://api.spotify.com/v1/tracks/0JaVdpmiex2EP7bBzyKVTa,https://api.spotify.com/v1/audio-analysis/0JaVdpmiex2EP7bBzyKVTa,188189.0,4.0,61,True,['Drake'],"[['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']]",[75],[100]
163,0.754,0.376,0.0,-7.561,1.0,0.204,0.404,0.0,0.358,0.554,95.018,audio_features,5jgEJXjECdlhzNgfITSTVm,spotify:track:5jgEJXjECdlhzNgfITSTVm,https://api.spotify.com/v1/tracks/5jgEJXjECdlhzNgfITSTVm,https://api.spotify.com/v1/audio-analysis/5jgEJXjECdlhzNgfITSTVm,251427.0,4.0,58,False,['Musiq Soulchild'],"[['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']]",[58],[63]
164,0.679,0.27,2.0,-10.649,1.0,0.0454,0.589,0.0,0.0621,0.415,120.608,audio_features,4mIneE97TsDiTsoQkFSDrX,spotify:track:4mIneE97TsDiTsoQkFSDrX,https://api.spotify.com/v1/tracks/4mIneE97TsDiTsoQkFSDrX,https://api.spotify.com/v1/audio-analysis/4mIneE97TsDiTsoQkFSDrX,268657.0,3.0,55,False,"['Mac Ayres', 'Jack Dine', 'Chris Anderson']","[['alternative r&b', 'indie r&b', 'indie soul'], [], []]","[64, 64, 64]","[67, 54, 50]"
165,0.729,0.475,8.0,-4.985,1.0,0.0364,0.378,0.0,0.12,0.371,62.52,audio_features,39LmTF9RgyakzSYX8txrow,spotify:track:39LmTF9RgyakzSYX8txrow,https://api.spotify.com/v1/tracks/39LmTF9RgyakzSYX8txrow,https://api.spotify.com/v1/audio-analysis/39LmTF9RgyakzSYX8txrow,212267.0,3.0,74,True,['Ariana Grande'],"[['dance pop', 'pop', 'post-teen pop']]",[91],[96]
166,0.647,0.309,7.0,-7.948,0.0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,audio_features,1TEL6MlSSVLSdhOSddidlJ,spotify:track:1TEL6MlSSVLSdhOSddidlJ,https://api.spotify.com/v1/tracks/1TEL6MlSSVLSdhOSddidlJ,https://api.spotify.com/v1/audio-analysis/1TEL6MlSSVLSdhOSddidlJ,171573.0,4.0,74,True,['Ariana Grande'],"[['dance pop', 'pop', 'post-teen pop']]",[91],[96]
167,0.758,0.665,2.0,-5.188,0.0,0.0774,0.0815,0.000157,0.216,0.643,151.976,audio_features,2hloaUoRonYssMuqLCBLTX,spotify:track:2hloaUoRonYssMuqLCBLTX,https://api.spotify.com/v1/tracks/2hloaUoRonYssMuqLCBLTX,https://api.spotify.com/v1/audio-analysis/2hloaUoRonYssMuqLCBLTX,216893.0,4.0,71,True,['Ariana Grande'],"[['dance pop', 'pop', 'post-teen pop']]",[91],[96]
168,0.45,0.619,9.0,-7.412,1.0,0.372,0.329,0.0,0.319,0.427,83.3,audio_features,3wFLWP0FcIqHK1wb1CPthQ,spotify:track:3wFLWP0FcIqHK1wb1CPthQ,https://api.spotify.com/v1/tracks/3wFLWP0FcIqHK1wb1CPthQ,https://api.spotify.com/v1/audio-analysis/3wFLWP0FcIqHK1wb1CPthQ,208880.0,4.0,70,True,[],[],[91],[]
169,0.847,0.579,1.0,-5.314,1.0,0.0719,0.0268,0.0545,0.102,0.569,137.998,audio_features,5Il6Oe7lr5XM7A0cWbVQtr,spotify:track:5Il6Oe7lr5XM7A0cWbVQtr,https://api.spotify.com/v1/tracks/5Il6Oe7lr5XM7A0cWbVQtr,https://api.spotify.com/v1/audio-analysis/5Il6Oe7lr5XM7A0cWbVQtr,267107.0,4.0,71,False,['Ariana Grande'],"[['dance pop', 'pop', 'post-teen pop']]",[91],[96]
170,0.671,0.714,7.0,-5.373,1.0,0.21,0.0844,1.48e-06,0.0568,0.477,105.137,audio_features,27356GVuMPFWiJSZCragoM,spotify:track:27356GVuMPFWiJSZCragoM,https://api.spotify.com/v1/tracks/27356GVuMPFWiJSZCragoM,https://api.spotify.com/v1/audio-analysis/27356GVuMPFWiJSZCragoM,140693.0,3.0,68,True,['Ariana Grande'],"[['dance pop', 'pop', 'post-teen pop']]",[91],[96]
171,0.287,0.364,9.0,-8.295,1.0,0.0306,0.418,1.8e-05,0.185,0.11,103.777,audio_features,2vdBo4ALPYbHRUPKgtE5iC,spotify:track:2vdBo4ALPYbHRUPKgtE5iC,https://api.spotify.com/v1/tracks/2vdBo4ALPYbHRUPKgtE5iC,https://api.spotify.com/v1/audio-analysis/2vdBo4ALPYbHRUPKgtE5iC,271467.0,4.0,70,False,['Ariana Grande'],"[['dance pop', 'pop', 'post-teen pop']]",[91],[96]
172,0.662,0.6,0.0,-6.402,1.0,0.0703,0.173,0.000137,0.109,0.331,134.979,audio_features,4T652DlATVHe0jdLKaN3Bw,spotify:track:4T652DlATVHe0jdLKaN3Bw,https://api.spotify.com/v1/tracks/4T652DlATVHe0jdLKaN3Bw,https://api.spotify.com/v1/audio-analysis/4T652DlATVHe0jdLKaN3Bw,222947.0,4.0,72,True,['Ariana Grande'],"[['dance pop', 'pop', 'post-teen pop']]",[91],[96]
173,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,audio_features,6ocbgoVGwYJhOv1GgI9NsF,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,178627.0,4.0,86,True,['Ariana Grande'],"[['dance pop', 'pop', 'post-teen pop']]",[91],[96]
174,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,audio_features,3e9HZxeyfWwjeyPAMmWSSQ,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320.0,4.0,84,True,['Ariana Grande'],"[['dance pop', 'pop', 'post-teen pop']]",[91],[96]
175,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,audio_features,4kV4N9D1iKVxx1KLvtTpjS,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/audio-analysis/4kV4N9D1iKVxx1KLvtTpjS,190440.0,4.0,80,True,['Ariana Grande'],"[['dance pop', 'pop', 'post-teen pop']]",[91],[96]
176,0.558,0.27,5.0,-11.37,1.0,0.0353,0.925,0.000968,0.132,0.678,77.808,audio_features,7bbpg7SShcWLj1C8ABApb0,spotify:track:7bbpg7SShcWLj1C8ABApb0,https://api.spotify.com/v1/tracks/7bbpg7SShcWLj1C8ABApb0,https://api.spotify.com/v1/audio-analysis/7bbpg7SShcWLj1C8ABApb0,188053.0,4.0,42,False,['East of Underground'],[[]],[39],[33]
177,0.663,0.695,0.0,-10.998,0.0,0.0346,0.647,0.486,0.449,0.575,98.466,audio_features,6jx2sfK7LUFBSBgqLVWzlt,spotify:track:6jx2sfK7LUFBSBgqLVWzlt,https://api.spotify.com/v1/tracks/6jx2sfK7LUFBSBgqLVWzlt,https://api.spotify.com/v1/audio-analysis/6jx2sfK7LUFBSBgqLVWzlt,362473.0,4.0,25,False,['Sunset Rollercoaster'],[['taiwan indie']],[39],[57]
178,0.456,0.257,10.0,-16.877,0.0,0.0298,0.859,0.475,0.111,0.181,104.311,audio_features,3odLwNmrGr91br8fhtrP1v,spotify:track:3odLwNmrGr91br8fhtrP1v,https://api.spotify.com/v1/tracks/3odLwNmrGr91br8fhtrP1v,https://api.spotify.com/v1/audio-analysis/3odLwNmrGr91br8fhtrP1v,243013.0,4.0,48,False,['Triosence'],"[['contemporary jazz', 'german jazz', 'modern jazz trio', 'swedish jazz']]",[44],[40]
179,0.487,0.68,7.0,-8.497,0.0,0.0408,0.000599,0.0339,0.144,0.0752,94.46,audio_features,6ZT3coOj97F6CVvruPtnox,spotify:track:6ZT3coOj97F6CVvruPtnox,https://api.spotify.com/v1/tracks/6ZT3coOj97F6CVvruPtnox,https://api.spotify.com/v1/audio-analysis/6ZT3coOj97F6CVvruPtnox,324807.0,3.0,65,False,['Hippie Sabotage'],[['edm']],[64],[77]
180,0.701,0.788,2.0,-5.611,1.0,0.0425,0.148,0.625,0.0977,0.795,142.584,audio_features,2Ud3deeqLAG988pfW0Kwcl,spotify:track:2Ud3deeqLAG988pfW0Kwcl,https://api.spotify.com/v1/tracks/2Ud3deeqLAG988pfW0Kwcl,https://api.spotify.com/v1/audio-analysis/2Ud3deeqLAG988pfW0Kwcl,462267.0,4.0,61,False,['LCD Soundsystem'],"[['alternative dance', 'alternative rock', 'dance-punk', 'electronic rock', 'electronica', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']]",[65],[67]
181,0.446,0.881,2.0,-4.368,1.0,0.0545,0.00749,0.0,0.13,0.415,169.889,audio_features,3MYWKl8ScgDu3sAvyneMCG,spotify:track:3MYWKl8ScgDu3sAvyneMCG,https://api.spotify.com/v1/tracks/3MYWKl8ScgDu3sAvyneMCG,https://api.spotify.com/v1/audio-analysis/3MYWKl8ScgDu3sAvyneMCG,241253.0,4.0,50,False,['WALK THE MOON'],"[['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']]",[76],[73]
182,0.702,0.606,2.0,-5.133,1.0,0.116,0.00158,0.0,0.184,0.456,85.0,audio_features,48heCmPXlgx8w0o0lL5Zuu,spotify:track:48heCmPXlgx8w0o0lL5Zuu,https://api.spotify.com/v1/tracks/48heCmPXlgx8w0o0lL5Zuu,https://api.spotify.com/v1/audio-analysis/48heCmPXlgx8w0o0lL5Zuu,191960.0,4.0,0,False,['Johnny Osbourne'],"[['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rock steady', 'roots reggae', 'ska']]",[0],[48]
183,0.551,0.527,3.0,-7.119,1.0,0.0302,0.45,0.0,0.0867,0.642,133.758,audio_features,7wCH9DbgRs7ujHeqNy6oAS,spotify:track:7wCH9DbgRs7ujHeqNy6oAS,https://api.spotify.com/v1/tracks/7wCH9DbgRs7ujHeqNy6oAS,https://api.spotify.com/v1/audio-analysis/7wCH9DbgRs7ujHeqNy6oAS,212560.0,4.0,3,False,['Shania Twain'],"[['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']]",[5],[75]
184,0.583,0.776,3.0,-5.293,1.0,0.0661,0.827,3.81e-05,0.298,0.782,126.536,audio_features,7wguzZQ79ZzR1WljM25BD6,spotify:track:7wguzZQ79ZzR1WljM25BD6,https://api.spotify.com/v1/tracks/7wguzZQ79ZzR1WljM25BD6,https://api.spotify.com/v1/audio-analysis/7wguzZQ79ZzR1WljM25BD6,248213.0,4.0,0,False,['Joe Cuba'],"[['boogaloo', 'latin jazz', 'salsa']]",[0],[33]
185,0.313,0.77,7.0,-7.265,1.0,0.0335,0.128,0.0787,0.0873,0.19,74.749,audio_features,79wuqIaEJnSORwAzcfNhYd,spotify:track:79wuqIaEJnSORwAzcfNhYd,https://api.spotify.com/v1/tracks/79wuqIaEJnSORwAzcfNhYd,https://api.spotify.com/v1/audio-analysis/79wuqIaEJnSORwAzcfNhYd,286960.0,4.0,43,False,['Beach House'],"[['art pop', 'baltimore indie', 'chillwave', 'dream pop', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'modern dream pop']]",[62],[70]
186,0.628,0.224,7.0,-14.601,0.0,0.0555,0.765,5.2e-05,0.102,0.345,54.858,audio_features,0ENqQPuQP9BhRIZxMeN4M4,spotify:track:0ENqQPuQP9BhRIZxMeN4M4,https://api.spotify.com/v1/tracks/0ENqQPuQP9BhRIZxMeN4M4,https://api.spotify.com/v1/audio-analysis/0ENqQPuQP9BhRIZxMeN4M4,130507.0,5.0,24,False,['Jean Leloup'],"[['canadian folk', 'indie quebecois', 'pop quebecois', 'rock quebecois']]",[31],[53]
187,0.715,0.647,5.0,-5.965,0.0,0.321,0.707,0.0,0.179,0.729,92.919,audio_features,1Bivey1gLTksKXUmMRmivX,spotify:track:1Bivey1gLTksKXUmMRmivX,https://api.spotify.com/v1/tracks/1Bivey1gLTksKXUmMRmivX,https://api.spotify.com/v1/audio-analysis/1Bivey1gLTksKXUmMRmivX,234195.0,4.0,0,False,['Hugo TSR'],"[['french hip hop', 'pop urbaine', 'rap conscient']]",[0],[58]
188,0.917,0.732,0.0,-8.56,1.0,0.0888,0.359,8.99e-05,0.0794,0.777,103.332,audio_features,0jlpgMdHL9Ar7CXlePtaql,spotify:track:0jlpgMdHL9Ar7CXlePtaql,https://api.spotify.com/v1/tracks/0jlpgMdHL9Ar7CXlePtaql,https://api.spotify.com/v1/audio-analysis/0jlpgMdHL9Ar7CXlePtaql,236947.0,4.0,1,False,['Bob Marley & The Wailers'],[['reggae']],[4],[85]
189,0.477,0.566,2.0,-12.274,1.0,0.335,0.238,0.0,0.122,0.778,167.907,audio_features,42rFOQqHmXf9IkdwVqkooK,spotify:track:42rFOQqHmXf9IkdwVqkooK,https://api.spotify.com/v1/tracks/42rFOQqHmXf9IkdwVqkooK,https://api.spotify.com/v1/audio-analysis/42rFOQqHmXf9IkdwVqkooK,297493.0,4.0,57,False,['Bootsy Collins'],"[['funk', 'p funk', 'quiet storm', 'soul']]",[54],[63]
190,0.507,0.423,2.0,-14.187,0.0,0.0332,0.83,0.00916,0.0973,0.701,82.809,audio_features,4nwc1TRYSEBLYNcYlZBBd2,spotify:track:4nwc1TRYSEBLYNcYlZBBd2,https://api.spotify.com/v1/tracks/4nwc1TRYSEBLYNcYlZBBd2,https://api.spotify.com/v1/audio-analysis/4nwc1TRYSEBLYNcYlZBBd2,257213.0,4.0,0,False,['Buena Vista Social Club'],"[['latin jazz', 'world']]",[0],[69]
191,0.748,0.797,4.0,-4.644,0.0,0.0393,0.0898,0.000142,0.153,0.867,104.039,audio_features,0a68lerTjKQCDb0RMPE9ol,spotify:track:0a68lerTjKQCDb0RMPE9ol,https://api.spotify.com/v1/tracks/0a68lerTjKQCDb0RMPE9ol,https://api.spotify.com/v1/audio-analysis/0a68lerTjKQCDb0RMPE9ol,226844.0,4.0,39,False,['Miami Horror'],"[['alternative dance', 'australian dance', 'australian electropop', 'chillwave', 'dance-punk', 'electroclash', 'electronica', 'filter house', 'indie pop', 'indie poptimism', 'indie soul', 'indietronica', 'new rave', 'nu disco']]",[35],[58]
192,0.601,0.599,7.0,-8.898,1.0,0.0635,0.549,0.106,0.142,0.636,89.767,audio_features,3Zvzl16FOs6GuBg6cnNzkA,spotify:track:3Zvzl16FOs6GuBg6cnNzkA,https://api.spotify.com/v1/tracks/3Zvzl16FOs6GuBg6cnNzkA,https://api.spotify.com/v1/audio-analysis/3Zvzl16FOs6GuBg6cnNzkA,190311.0,3.0,0,False,['the Garifuna Collective'],"[['garifuna folk', 'punta']]",[0],[39]
